Employee Id,Absent,Undertime (in sec.), Overtime (in sec.)
954382,false,0,0
565257,false,0,0
512002,false,13,0
247814,false,0,0
706575,false,0,0
221192,false,1253,0
161807,false,0,0
194572,false,3229,0
149517,true,,
493576,true,,
770075,false,41,0
481302,false,0,0
133139,true,,
460821,false,14,0
905241,false,34,0
288796,true,,
745494,true,,
436249,true,,
38944,true,,
16416,false,0,0
993325,false,0,0
518180,false,2138,2483
548907,true,,
753709,false,6,0
350242,false,0,0
210987,false,0,0
540704,true,,
575523,false,0,0
512044,false,0,0
839719,true,,
897062,true,,
636965,false,0,0
790561,false,38,0
112687,true,,
741434,false,0,0
931903,false,703,0
917563,false,0,0
454704,true,,
170040,false,0,0
32827,false,3019,0
47166,true,,
501827,false,55,0
153670,false,3,0
69702,true,,
913482,true,,
81992,true,,
309333,true,,
733272,false,0,0
477267,false,1786,0
837717,false,350,0
413796,true,,
221285,false,0,0
747629,false,57,0
974948,false,0,0
714855,false,0,0
835683,false,0,0
880765,false,0,0
90225,false,0,0
790654,false,0,5038
163953,true,,
340081,false,0,5333
366705,false,14,0
876660,true,,
235641,false,23,0
860274,false,35,0
338054,false,0,0
129156,false,0,0
675983,false,34,9002
364672,false,0,0
243849,true,,
53387,false,0,0
100492,false,0,0
886912,false,20,0
563352,false,0,0
958623,false,87,0
524442,true,,
303261,false,0,0
981140,true,,
661649,false,239,0
118941,false,4101,0
100512,false,0,0
565417,false,0,0
700587,false,24,7306
456869,false,0,3154
551085,true,,
970920,true,,
102567,true,,
133284,false,0,0
958630,false,32,0
241837,true,,
12466,true,,
608445,false,0,0
397491,false,0,8348
143540,false,22,0
37047,true,,
569520,true,,
51390,false,0,0
598198,false,47,0
848076,false,50,0
989389,false,37,0
508100,false,14,0
559309,true,,
315585,false,33,3283
198859,false,19,0
28898,true,,
104677,false,658,0
868584,true,,
458978,true,,
119016,true,,
35051,true,,
618724,false,0,0
655588,false,0,5669
669925,false,0,0
932094,true,,
925950,true,,
315637,false,1410,5161
35059,true,,
745727,false,3049,0
913656,false,0,8601
723198,true,,
770300,false,0,2236
278780,false,0,9270
620788,false,0,0
952563,false,0,7975
481530,false,0,0
936206,false,89,0
471299,false,0,1312
919816,false,0,0
588035,false,0,0
436490,false,55,0
299274,false,1331,0
20751,true,,
321813,false,0,0
256279,true,,
141594,false,0,0
545041,false,39,0
155929,false,0,0
950545,true,,
559383,true,,
465191,true,,
901420,false,819,0
647469,false,0,4024
749859,false,0,0
483630,false,0,0
422189,true,,
336174,false,454,0
108845,false,2,0
164143,true,,
618788,true,,
805181,false,3305,0
674110,true,,
143670,true,,
213303,true,,
561471,true,,
411953,false,0,0
414010,false,31,0
704823,false,2582,0
246077,false,0,2346
383299,true,,
319811,false,956,0
661848,true,,
883038,true,,
346449,false,15,0
287058,false,115,0
291154,false,1837,0
145755,false,0,0
749905,false,0,0
463196,false,0,0
629077,true,,
391512,false,4627,9300
37214,false,0,0
192866,false,1670,0
39266,false,0,10063
215393,false,5,0
596331,false,2207,8218
428389,true,,
674157,false,0,0
57704,true,,
633187,false,0,0
303471,true,,
532837,true,,
86384,true,,
903550,false,0,672
534908,true,,
702847,false,49,0
108919,false,1518,0
760188,false,6354,0
858485,true,,
297341,false,54,6278
741744,false,0,0
29052,false,0,0
917875,false,0,0
147836,false,842,0
786829,true,,
516486,true,,
172419,true,,
878988,false,10,0
426373,true,,
645514,true,,
438659,false,17,0
561550,false,26,0
684421,false,0,1761
623001,true,,
864671,false,2678,0
500113,false,11,0
82326,false,0,0
625043,false,0,0
735633,false,0,0
637330,true,,
668054,false,0,0
391579,false,0,0
475554,false,25,648
854437,false,0,0
151982,false,0,0
655783,false,30,0
809377,false,3531,0
967098,false,30,0
39351,false,0,2240
942521,false,1905,1705
262589,false,0,0
827830,true,,
188861,false,0,0
41409,true,,
383430,false,2406,0
436677,false,332,0
790984,false,0,9892
340416,false,73,0
418240,false,569,10341
250314,false,37,2601
199119,false,1747,0
436683,false,55,0
223694,true,,
260563,false,0,0
178654,false,26,4381
506331,true,,
414168,false,14,0
555499,true,,
27109,false,53,0
4582,true,,
895467,false,26,0
479725,false,0,0
295400,true,,
387563,true,,
934368,false,57,0
344564,false,31,5937
12785,false,1895,0
172531,true,,
