Employee Id,Absent,Undertime (in sec.), Overtime (in sec.)
000856,false,7,0
001022,false,0,0
001742,true,,
003299,true,,
003525,true,,
003648,false,0,0
004256,true,,
005315,false,0,8049
006015,false,0,0
008294,true,,
008396,true,,
008748,false,0,6107
011579,true,,
011864,false,36,0
012070,true,,
015093,false,0,0
016396,false,0,24
017385,false,0,0
017795,true,,
019515,false,0,0
020198,false,0,0
020588,false,0,0
021170,false,0,0
021323,true,,
021643,false,0,0
022101,true,,
022935,false,0,0
022967,false,25,0
023903,false,0,9248
024222,true,,
024741,false,0,0
025456,true,,
025581,false,0,0
025689,true,,
027552,false,0,0
027591,false,0,7094
029303,true,,
031619,false,0,0
031694,true,,
033781,false,0,0
034806,false,1726,5153
034870,false,0,0
034981,false,0,0
035974,false,0,0
036334,false,3212,0
036650,true,,
037845,true,,
037933,false,0,0
038016,false,0,0
039026,false,0,0
040662,false,0,0
040937,false,0,0
041593,false,0,0
042590,true,,
043542,false,0,0
043564,true,,
044127,false,25,7100
047886,false,0,3214
049351,true,,
050124,true,,
051633,false,13747,0
051907,false,0,0
051990,false,0,0
052243,true,,
053703,false,0,0
054144,false,13,0
056671,false,8294,0
058619,true,,
059302,false,2710,0
060272,true,,
060704,false,0,1659
062382,false,0,0
065308,false,298,0
067100,false,0,0
069295,true,,
069457,true,,
069939,false,0,0
070953,true,,
071910,true,,
072045,false,0,8811
073269,false,470,0
076203,false,0,0
076633,true,,
077165,false,0,0
077311,false,0,0
077444,false,58,0
077637,true,,
077993,true,,
081390,true,,
082817,false,0,7919
084117,false,24,0
084644,true,,
085729,false,17,0
087821,false,81,0
089369,true,,
090695,true,,
091607,true,,
093202,true,,
093660,false,0,0
094404,true,,
095207,false,0,0
096031,true,,
098138,false,1891,4310
098415,false,0,0
099302,false,0,0
100896,false,20,0
101554,true,,
101984,true,,
102333,false,18,0
105176,false,0,0
105474,true,,
107001,false,8,0
108745,false,4608,0
111095,false,26609,0
112003,false,1929,9405
112299,false,0,0
112687,false,0,0
113860,false,57,0
114375,false,0,0
114471,false,0,0
116955,true,,
